text,selected_text,sentiment
alreadi miss biddi bop home mom night watch littl bro get rest birthday parti tomorrow,alreadi miss biddi bop home mom night watch littl bro get rest birthday parti tomorrow,neutral
total plain simpl hate thoe bridezilla show groom run far far away,hate,negative
today seem like good day even though fuel pump go car xoxo,today seem like good day,positive
miss,miss,negative
play board game,play board game,neutral
happi momma day ging lucki momma like u enjoy ur nite luv ya,happi momma day ging lucki momma like u enjoy ur nite luv ya,positive
feel bit lone,feel bit lone,negative
holla happi earli mother day,happi earli mother day,positive
imnot aloud call think awesomeili,think awesomeili,positive
use love lol awesom knew experi last night,love,positive
thank check next time target hour away,thank check next time target hour away,neutral
guy hous go downstair pant,guy hous go downstair pant,neutral
go get strawberri champagn tonight,go get strawberri champagn tonight,neutral
well cooool lovv ro co shoooow,well cooool lovv ro co shoooow,positive
ot ot ot,ot ot ot,neutral
cough cough hack hack,cough cough hack hack,neutral
um think miss jay leno,miss,negative
hott africa lol yeah hot big storm,hott africa lol yeah hot big storm,neutral
aww sorri ot hear least work though,sorri,negative
follow,follow,neutral
frown us googl alcohol work,frown,negative
bought new racquet wish racquet half god rest well despit recess thing fkin costli,well despit recess thing fkin costli,negative
yea gon na need put blunt,blunt,negative
dido us littl god moment let stop fill word make panic,panic,negative
close three locat,close three locat,neutral
aww thank bro glad got u activ twitter,glad,positive
recommend harney son order much tea think,recommend harney son order much tea think,neutral
good morn sinc talk keep awesom tweet,awesom,positive
readi tomorrow competit,readi tomorrow competit,neutral
write scrub,write scrub,neutral
poor thing hang luf joe,poor,negative
mood shrimp scampi vermouth,vermouth,negative
feel realli sick watch fifth element smoke cigg ugh hate cold,feel realli sick,negative
work work work mani hour spent worth letï ½s make red irlanda big,worth,positive
save frog thought repli would make sens twitter work geht abi gut,save frog thought repli would make sens twitter work geht abi gut,neutral
_meaway sorri hon know feel though usual crazi famili gather probabl hold back like also,sorri,negative
girl come boyfriend forget,forget,negative
realli wish could gone weekend,wish,positive
wont let vote even tho im sign,wont let vote,negative
heyi ur bday happi birthday,happi,positive
good pic guy look good yesterday tho ya think,good,positive
get readi school second math test today also last day rd year next week offici th year,get readi school second math test today also last day rd year next week offici th year,neutral
church,church,neutral
dmv,dmv,neutral
squirrel hate squirrel,hate,negative
go bc make break,break,negative
bad tri get live dream rule world save super hero costum,bad tri get live dream rule world save super hero costum,neutral
happi,happi,negative
miss water cuz well went dri,miss water,negative
get readi shop birmingham come,get readi shop birmingham come,neutral
ahhh engulf shooooe told buy maani shoe,ahhh engulf shooooe told buy maani shoe,negative
academ cours miss alreadi,miss,negative
saw new star trek movi good zachari quinto amazingggg,good,positive
sushi joint close still nice lunch w angel,nice,positive
ye need listen sad sp song,ye need listen sad sp song,neutral
want go see,want go see,neutral
frog attack chelsey lol funni,frog attack chelsey lol funni,neutral
dream better world come someon could live word dude,better,positive
dev java net slowest websit,slowest websit,negative
could realli fanci nap right work feel nap wast even,could realli fanci nap right work feel nap wast even,neutral
rele doesnt want leav lfpa,rele doesnt want leav lfpa,neutral
would u get troubl follow logic sorri,sorri,negative
look forward dinner famili friendsss happi mother day mom,happi mother day,positive
agre complet attitud chutzpah,attitud chutzpah,positive
morn monday sigh tri posit outlook day difficult alreadi,morn monday sigh tri posit outlook day difficult alreadi,neutral
well poop look like offic key key neighbor key bike ride,well poop look like offic key key neighbor key bike ride,neutral
sky monday,sky monday,neutral
congratul xo,congratul,positive
got grass,got grass,neutral
thought go fun day,thought go fun day,neutral
need new job either closer home worth drive,worth,positive
wake ungodli hour go work start get old least coffe good,good,positive
yaoo sonnnni,yaoo sonnnn,neutral
pop see samson delilah arvo hear good,hear good,positive
fun see glimps life,fun,positive
rush lunchtim anyway,rush lunchtim anyway,neutral
yeah neither huntsvil would quit job one job,yeah neither huntsvil would quit job one job,neutral
like see like must someth make smile,like,negative
_dam haha would cool brianna fli haha,haha would cool,positive
amaz best time hope good weekend,amaz,positive
crossfit run today agit right leg,agit,negative
think less tribut parodi,less tribut parodi,negative
celtic live,celtic live,neutral
wait hand work tomorrow im practic finish year yay,wait hand work tomorrow im practic finish year yay,neutral
happi mother day wonder mom matalatin,happi,positive
wish knew someon could hook us friend told got crappi seat show chi,p friend told got crappi seat show,negative
glad like,glad like,positive
_shini thank head hour ahead,thank,positive
oh said sellout fluke turn projector broken still think film bloodi good time tho,oh said sellout fluke turn projector broken still think film bloodi good time tho,neutral
tat psp father name hw end userid long stori vishnupsp user id almost site,tat psp father name hw end userid long stori vishnupsp user id almost site,neutral
woke wash class till chillin g build nigguh bbi come ilh,woke wash class till chillin g build nigguh bbi come ilh,neutral
awesom day,awesom,positive
sweeni todd awesom movi best,n awesom,positive
yay nekkid write work keep warm awe k alway cactu good luck,good luck,positive
wow almost got involv big fight school ah anyway text go causin hous plu game crazi,crazi,positive
know twitter come show tomorrow lorrain make,know twitter come show tomorrow lorrain make,neutral
dog ran awayyy,dog ran awayyy,negative
internet pain slow today,pain,negative
mobil web let look awesom though one read tweet anyway,mobil web let look awesom though one read tweet anyway,neutral
made offici unavail best friend,unavail,negative
know pero avail na yata eh sa singapor though,know pero avail na yata eh sa singapor though,neutral
congrat new phone,congrat,positive
_la_mania mask whoooop,_la_mania mask whoooop,neutral
think morn worri soon pass,worri,positive
sport day charlott,sport day charlott,neutral
endlessli fascin dual engin monitor cab remind sustain fail sorri next gen,sorri,negative
need mommi,need mommi,neutral
like hear unabashedli cool make cool byw logic,like hear unabashedli cool make cool byw logic,neutral
woman follow,woman follow,neutral
pack desk,pack desk,neutral
nj nativ thank u,thank u,positive
sweet usb charl mari site bought,sweet,positive
gah macbook pro get frickin hot sit tabl noth,gah macbook pro get frickin hot,negative
day away evict,day away evict,neutral
cover whole purs look like pattern,cover whole purs look like pattern,neutral
ment c u tonyt frend l n wen got ther wernt letin prioriti ticket def aplyin agen tho,ment c u tonyt frend l n wen got ther wernt letin prioriti ticket def aplyin agen tho,neutral
spend qt hubbi,qt,positive
fever awesom tonsil swollen even eat solid food still locat pictur rule though,awesom tonsil swollen even eat solid food still locat pictur rule though,neutral
wish warp tour came london canada,wish warp tour came london canada,neutral
shrunk favourit cardigan hubbi said buy new one practic live gone shall say word,shrunk favourit cardigan,negative
darn cold keep get wors bought hayfev pill tri mayb along,wors,negative
game,game,neutral
hello im good thank tottali tire work lot today tottali shatter u,hello im good thank tottali tire work lot today tottali shatter u,neutral
realli want go gig tonight,realli want,positive
happi mama day mother,happi,positive
mention spend time two bff total worth,total worth,positive
cute pretti,cute pretti,positive
see may,see may,neutral
oh dear boyl stay,oh dear boyl stay,neutral
send rington iphon idk regular rington,send rington iphon idk regular rington,neutral
morn twitti head colleg back doc god hungri strech ear today mm payday love,payday love,positive
sleep bed tonight home,sleep bed tonight home,neutral
houstatlantavega sooner later nov th night success last hour heavennn,success last hour heavennn,positive
